trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
6210,False,"{'a': 0.01, 'e': 0.0020030043079462814}",30,19,20.758567746252673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6211,False,"{'a': 0.01, 'e': 0.002001001303638335}",20,13,15.21503557682431,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6212,False,"{'a': 0.01, 'e': 0.0019990003023346967}",20,14,11.182392120008666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6213,False,"{'a': 0.01, 'e': 0.001997001302032362}",20,6,29.12194254010597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6214,False,"{'a': 0.01, 'e': 0.00199500430073033}",25,17,15.221776413821601,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6215,False,"{'a': 0.01, 'e': 0.001993009296429599}",20,8,22.612037809616627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6216,False,"{'a': 0.01, 'e': 0.0019910162871331696}",20,2,33.38487394034094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6217,False,"{'a': 0.01, 'e': 0.0019890252708460367}",20,9,21.413533256943236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6218,False,"{'a': 0.01, 'e': 0.0019870362455751906}",20,9,21.673695649682482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6219,False,"{'a': 0.01, 'e': 0.0019850492093296153}",25,15,-23.096402788215425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
6220,False,"{'a': 0.01, 'e': 0.0019830641601202856}",30,21,16.168212292141863,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6221,False,"{'a': 0.01, 'e': 0.0019810810959601656}",20,16,8.746671751052192,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6222,False,"{'a': 0.01, 'e': 0.001979100014864205}",30,18,19.377290130529023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6223,False,"{'a': 0.01, 'e': 0.001977120914849341}",30,16,25.792139115589688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6224,False,"{'a': 0.01, 'e': 0.001975143793934492}",20,9,18.863199727169505,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6225,False,"{'a': 0.01, 'e': 0.0019731686501405572}",25,18,-29.356834007858954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
6226,False,"{'a': 0.01, 'e': 0.001971195481490417}",25,13,19.9072828944438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6227,False,"{'a': 0.01, 'e': 0.001969224286008926}",25,17,14.703428511377323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6228,False,"{'a': 0.01, 'e': 0.0019672550617229174}",25,3,39.72272039259279,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6229,False,"{'a': 0.01, 'e': 0.0019652878066611945}",25,6,28.47966773513478,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6230,False,"{'a': 0.01, 'e': 0.001963322518854533}",25,17,15.466288671713338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6231,False,"{'a': 0.01, 'e': 0.001961359196335679}",20,0,29.11801935033081,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6232,False,"{'a': 0.01, 'e': 0.001959397837139343}",20,10,19.633014508139603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6233,False,"{'a': 0.01, 'e': 0.0019574384393022037}",20,13,13.0173816617575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6234,False,"{'a': 0.01, 'e': 0.0019554810008629016}",25,15,18.62692439736365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6235,False,"{'a': 0.01, 'e': 0.0019535255198620386}",25,7,28.34011511798521,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6236,False,"{'a': 0.01, 'e': 0.0019515719943421766}",30,15,28.601124161203487,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6237,False,"{'a': 0.01, 'e': 0.0019496204223478342}",30,13,32.05501450959346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6238,False,"{'a': 0.01, 'e': 0.0019476708019254864}",25,15,19.37338874320954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6239,False,"{'a': 0.01, 'e': 0.001945723131123561}",20,13,11.465892820087738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6240,False,"{'a': 0.01, 'e': 0.0019437774079924374}",20,12,15.318777472430524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6241,False,"{'a': 0.01, 'e': 0.001941833630584445}",25,8,35.007121387055506,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6242,False,"{'a': 0.01, 'e': 0.0019398917969538606}",30,17,21.837327742784964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6243,False,"{'a': 0.01, 'e': 0.0019379519051569067}",30,8,32.84973758629692,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6244,False,"{'a': 0.01, 'e': 0.0019360139532517498}",25,17,12.708135842305445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6245,False,"{'a': 0.01, 'e': 0.0019340779392984981}",30,10,33.77820265347556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6246,False,"{'a': 0.01, 'e': 0.0019321438613591996}",20,12,14.991125400540874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6247,False,"{'a': 0.01, 'e': 0.0019302117174978403}",20,12,13.651831762094885,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6248,False,"{'a': 0.01, 'e': 0.0019282815057803425}",20,0,28.600539119939196,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6249,False,"{'a': 0.01, 'e': 0.001926353224274562}",20,9,19.88171811525137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6250,False,"{'a': 0.01, 'e': 0.0019244268710502876}",25,8,22.780424393555347,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
6251,False,"{'a': 0.01, 'e': 0.0019225024441792372}",25,12,21.683199689237263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6252,False,"{'a': 0.01, 'e': 0.001920579941735058}",20,9,19.447688819665032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6253,False,"{'a': 0.01, 'e': 0.001918659361793323}",25,14,21.645385765781988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6254,False,"{'a': 0.01, 'e': 0.0019167407024315297}",20,11,18.606052895993,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6255,False,"{'a': 0.01, 'e': 0.0019148239617290982}",25,17,13.168600453315948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6256,False,"{'a': 0.01, 'e': 0.001912909137767369}",20,10,19.800509631487017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6257,False,"{'a': 0.01, 'e': 0.0019109962286296017}",20,10,17.426782307019288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6258,False,"{'a': 0.01, 'e': 0.001909085232400972}",25,17,14.501171466695318,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6259,False,"{'a': 0.01, 'e': 0.0019071761471685712}",25,7,33.268734586464554,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6260,False,"{'a': 0.01, 'e': 0.0019052689710214025}",30,16,24.57836908198719,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6261,False,"{'a': 0.01, 'e': 0.001903363702050381}",25,7,27.20440765482008,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6262,False,"{'a': 0.01, 'e': 0.0019014603383483307}",25,5,37.30622060168923,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6263,False,"{'a': 0.01, 'e': 0.0018995588780099824}",25,12,24.165919169747223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6264,False,"{'a': 0.01, 'e': 0.0018976593191319725}",25,8,30.272816692071093,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6265,False,"{'a': 0.01, 'e': 0.0018957616598128404}",25,6,34.327038073197244,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6266,False,"{'a': 0.01, 'e': 0.0018938658981530276}",20,12,19.193477557130493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6267,False,"{'a': 0.01, 'e': 0.0018919720322548746}",25,3,38.667043489446925,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6268,False,"{'a': 0.01, 'e': 0.0018900800602226196}",20,6,21.340352656959027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6269,False,"{'a': 0.01, 'e': 0.001888189980162397}",20,16,7.871783046178383,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6270,False,"{'a': 0.01, 'e': 0.0018863017901822347}",25,11,23.757522676109502,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6271,False,"{'a': 0.01, 'e': 0.0018844154883920525}",25,20,8.528364608888056,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6272,False,"{'a': 0.01, 'e': 0.0018825310729036603}",20,0,29.529719149667738,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6273,False,"{'a': 0.01, 'e': 0.0018806485418307566}",20,8,24.00466976572558,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6274,False,"{'a': 0.01, 'e': 0.0018787678932889258}",30,22,13.558969382678653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6275,False,"{'a': 0.01, 'e': 0.001876889125395637}",35,23,23.393675860752808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6276,False,"{'a': 0.01, 'e': 0.0018750122362702413}",25,2,35.89081956689545,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
6277,False,"{'a': 0.01, 'e': 0.001873137224033971}",20,11,18.327001388711096,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6278,False,"{'a': 0.01, 'e': 0.0018712640868099371}",30,12,28.75008665770704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6279,False,"{'a': 0.01, 'e': 0.0018693928227231271}",25,8,31.210482382813243,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6280,False,"{'a': 0.01, 'e': 0.0018675234299004042}",20,14,11.286873636194834,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6281,False,"{'a': 0.01, 'e': 0.0018656559064705036}",25,3,31.0056370711373,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6282,False,"{'a': 0.01, 'e': 0.0018637902505640332}",25,13,23.49928579679122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6283,False,"{'a': 0.01, 'e': 0.001861926460313469}",20,10,16.30504705191414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6284,False,"{'a': 0.01, 'e': 0.0018600645338531557}",25,14,22.419943259483407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6285,False,"{'a': 0.01, 'e': 0.0018582044693193026}",20,10,19.404332241511618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6286,False,"{'a': 0.01, 'e': 0.0018563462648499831}",25,14,21.39431785857179,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6287,False,"{'a': 0.01, 'e': 0.0018544899185851333}",20,10,15.124786261872128,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6288,False,"{'a': 0.01, 'e': 0.001852635428666548}",20,10,18.581307617340105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6289,False,"{'a': 0.01, 'e': 0.0018507827932378814}",25,13,20.195140061777874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6290,False,"{'a': 0.01, 'e': 0.0018489320104446436}",25,15,18.692949900436794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6291,False,"{'a': 0.01, 'e': 0.001847083078434199}",20,8,25.93050798638836,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6292,False,"{'a': 0.01, 'e': 0.0018452359953557648}",20,0,34.09122729310553,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6293,False,"{'a': 0.01, 'e': 0.001843390759360409}",35,13,42.803336629309484,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6294,False,"{'a': 0.01, 'e': 0.0018415473686010486}",25,9,30.853858899476332,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6295,False,"{'a': 0.01, 'e': 0.0018397058212324476}",25,16,15.08126938906337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6296,False,"{'a': 0.01, 'e': 0.0018378661154112152}",25,15,21.70803368225248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6297,False,"{'a': 0.01, 'e': 0.001836028249295804}",30,14,30.485412025519004,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6298,False,"{'a': 0.01, 'e': 0.001834192221046508}",35,15,35.67821983850041,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6299,False,"{'a': 0.01, 'e': 0.0018323580288254616}",25,17,16.90994428149736,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6300,False,"{'a': 0.01, 'e': 0.001830525670796636}",20,6,28.18758649490166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6301,False,"{'a': 0.01, 'e': 0.0018286951451258395}",20,16,9.243152299268745,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6302,False,"{'a': 0.01, 'e': 0.0018268664499807136}",25,13,23.142361375283173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6303,False,"{'a': 0.01, 'e': 0.001825039583530733}",20,11,17.047224408305645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6304,False,"{'a': 0.01, 'e': 0.0018232145439472023}",20,10,16.77885604148487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6305,False,"{'a': 0.01, 'e': 0.001821391329403255}",30,22,16.221892215765116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6306,False,"{'a': 0.01, 'e': 0.0018195699380738517}",25,15,17.38096757292747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6307,False,"{'a': 0.01, 'e': 0.0018177503681357779}",25,16,16.408763671196716,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6308,False,"{'a': 0.01, 'e': 0.001815932617767642}",35,18,34.48979186124147,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6309,False,"{'a': 0.01, 'e': 0.0018141166851498745}",20,13,14.182544195620016,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6310,False,"{'a': 0.01, 'e': 0.0018123025684647245}",20,12,13.177504660708365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6311,False,"{'a': 0.01, 'e': 0.00181049026589626}",20,4,26.631106558230055,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6312,False,"{'a': 0.01, 'e': 0.0018086797756303636}",25,13,24.839770040796296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6313,False,"{'a': 0.01, 'e': 0.0018068710958547333}",20,16,6.766860211744205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6314,False,"{'a': 0.01, 'e': 0.0018050642247588785}",25,10,24.578650487186835,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6315,False,"{'a': 0.01, 'e': 0.0018032591605341196}",20,10,15.621989892146145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6316,False,"{'a': 0.01, 'e': 0.0018014559013735856}",25,13,20.10350569608998,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6317,False,"{'a': 0.01, 'e': 0.001799654445472212}",25,11,28.434345674157544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6318,False,"{'a': 0.01, 'e': 0.0017978547910267398}",20,8,24.423257995132104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6319,False,"{'a': 0.01, 'e': 0.001796056936235713}",30,14,28.31446210999489,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6320,False,"{'a': 0.01, 'e': 0.0017942608792994772}",35,25,18.54959236146797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6321,False,"{'a': 0.01, 'e': 0.0017924666184201779}",35,19,30.543367547718066,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6322,False,"{'a': 0.01, 'e': 0.0017906741518017577}",20,14,8.933277166161913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6323,False,"{'a': 0.01, 'e': 0.0017888834776499558}",20,15,10.154392666417316,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6324,False,"{'a': 0.01, 'e': 0.001787094594172306}",20,10,18.266773539553633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6325,False,"{'a': 0.01, 'e': 0.0017853074995781335}",25,13,21.286767463605063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6326,False,"{'a': 0.01, 'e': 0.0017835221920785554}",30,8,38.49860874960417,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6327,False,"{'a': 0.01, 'e': 0.001781738669886477}",25,10,22.443581041060703,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6328,False,"{'a': 0.01, 'e': 0.0017799569312165905}",20,13,14.692141059627726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6329,False,"{'a': 0.01, 'e': 0.0017781769742853738}",25,11,29.198175294666367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6330,False,"{'a': 0.01, 'e': 0.0017763987973110885}",20,8,22.517975537450823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6331,False,"{'a': 0.01, 'e': 0.0017746223985137773}",25,5,33.818563176983325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6332,False,"{'a': 0.01, 'e': 0.0017728477761152636}",25,9,27.892270513600025,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6333,False,"{'a': 0.01, 'e': 0.0017710749283391483}",20,7,28.119974214641424,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6334,False,"{'a': 0.01, 'e': 0.001769303853410809}",35,15,39.61644195824776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6335,False,"{'a': 0.01, 'e': 0.0017675345495573984}",20,8,23.41466982605458,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6336,False,"{'a': 0.01, 'e': 0.001765767015007841}",20,6,24.250848979927014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6337,False,"{'a': 0.01, 'e': 0.0017640012479928332}",25,14,23.02740750602612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6338,False,"{'a': 0.01, 'e': 0.0017622372467448403}",20,11,17.377371220287696,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6339,False,"{'a': 0.01, 'e': 0.0017604750094980955}",25,19,10.780463803934634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6340,False,"{'a': 0.01, 'e': 0.0017587145344885972}",25,16,18.66055694064155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6341,False,"{'a': 0.01, 'e': 0.0017569558199541087}",30,19,21.314927274613993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6342,False,"{'a': 0.01, 'e': 0.0017551988641341546}",25,19,10.75178991933443,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6343,False,"{'a': 0.01, 'e': 0.0017534436652700204}",25,18,12.09006056470065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6344,False,"{'a': 0.01, 'e': 0.0017516902216047504}",25,19,13.630850317750085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6345,False,"{'a': 0.01, 'e': 0.0017499385313831457}",25,11,28.73554174752648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6346,False,"{'a': 0.01, 'e': 0.0017481885928517626}",30,22,16.722016867412027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6347,False,"{'a': 0.01, 'e': 0.0017464404042589108}",25,9,30.926186302385748,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6348,False,"{'a': 0.01, 'e': 0.0017446939638546518}",30,23,11.586459385311395,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6349,False,"{'a': 0.01, 'e': 0.0017429492698907971}",30,10,33.59829602980076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6350,False,"{'a': 0.01, 'e': 0.0017412063206209065}",20,15,10.663109034834012,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6351,False,"{'a': 0.01, 'e': 0.0017394651143002855}",30,12,30.696930753922167,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6352,False,"{'a': 0.01, 'e': 0.0017377256491859852}",30,23,14.368442339193287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6353,False,"{'a': 0.01, 'e': 0.0017359879235367992}",25,14,18.970672657608816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6354,False,"{'a': 0.01, 'e': 0.0017342519356132625}",25,7,33.137669912799,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6355,False,"{'a': 0.01, 'e': 0.0017325176836776493}",20,14,10.441558280704225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6356,False,"{'a': 0.01, 'e': 0.0017307851659939715}",25,11,27.711233381439843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6357,False,"{'a': 0.01, 'e': 0.0017290543808279775}",25,6,34.43564925904048,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6358,False,"{'a': 0.01, 'e': 0.0017273253264471495}",20,0,29.73731124181996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6359,False,"{'a': 0.01, 'e': 0.0017255980011207023}",30,13,34.329586588521934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6360,False,"{'a': 0.01, 'e': 0.0017238724031195818}",20,11,16.596655387104164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6361,False,"{'a': 0.01, 'e': 0.001722148530716462}",25,7,28.35649726537898,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6362,False,"{'a': 0.01, 'e': 0.0017204263821857457}",20,9,18.294283211947214,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6363,False,"{'a': 0.01, 'e': 0.0017187059558035598}",25,13,22.342973391686613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6364,False,"{'a': 0.01, 'e': 0.0017169872498477563}",20,13,13.961947587487378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6365,False,"{'a': 0.01, 'e': 0.0017152702625979086}",25,14,19.493235798915514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6366,False,"{'a': 0.01, 'e': 0.0017135549923353107}",20,10,17.789390427355418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6367,False,"{'a': 0.01, 'e': 0.0017118414373429754}",30,16,23.466095562280774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6368,False,"{'a': 0.01, 'e': 0.0017101295959056325}",20,8,19.159536822608345,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6369,False,"{'a': 0.01, 'e': 0.0017084194663097268}",20,13,13.73461744559635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6370,False,"{'a': 0.01, 'e': 0.001706711046843417}",20,14,12.804524158007332,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6371,False,"{'a': 0.01, 'e': 0.0017050043357965737}",25,2,37.83682168757341,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
6372,False,"{'a': 0.01, 'e': 0.0017032993314607771}",30,16,28.600032202864046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6373,False,"{'a': 0.01, 'e': 0.0017015960321293162}",20,9,23.176184561725037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6374,False,"{'a': 0.01, 'e': 0.001699894436097187}",20,0,33.75701533117948,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6375,False,"{'a': 0.01, 'e': 0.0016981945416610898}",25,17,11.573056324152901,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6376,False,"{'a': 0.01, 'e': 0.0016964963471194287}",25,17,11.806135445625134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6377,False,"{'a': 0.01, 'e': 0.0016947998507723092}",20,8,24.43896231469355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6378,False,"{'a': 0.01, 'e': 0.0016931050509215368}",20,8,20.577412820642298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6379,False,"{'a': 0.01, 'e': 0.0016914119458706154}",25,13,25.23808884408691,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6380,False,"{'a': 0.01, 'e': 0.0016897205339247447}",20,14,10.454097769695798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6381,False,"{'a': 0.01, 'e': 0.00168803081339082}",35,25,22.085959631099062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6382,False,"{'a': 0.01, 'e': 0.0016863427825774293}",20,10,17.91318075837869,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6383,False,"{'a': 0.01, 'e': 0.0016846564397948517}",30,21,19.888513252528714,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6384,False,"{'a': 0.01, 'e': 0.001682971783355057}",30,22,15.548666160163451,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6385,False,"{'a': 0.01, 'e': 0.001681288811571702}",20,0,29.054077344481758,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6386,False,"{'a': 0.01, 'e': 0.0016796075227601302}",25,11,24.09111167133183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6387,False,"{'a': 0.01, 'e': 0.0016779279152373701}",25,15,17.737582648933394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6388,False,"{'a': 0.01, 'e': 0.0016762499873221326}",30,18,23.76620845901623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6389,False,"{'a': 0.01, 'e': 0.0016745737373348106}",25,17,16.420430997405607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6390,False,"{'a': 0.01, 'e': 0.0016728991635974757}",30,16,25.479496202103952,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
